r,s1.0,s1.1,s1.2,s1.3,s1.4,s1.5,s1.6
2.700000000000001,13.424552682897666,10.07722559488855,7.321199796760604,5.1437148723667985,3.48852737052805,2.2770209849039387,1.423708211716736
2.800000000000001,12.901084139478325,9.720510169876041,7.088462248205537,4.998829823961285,3.4029478542129814,2.2294713012586262,1.3991927206102406
2.9000000000000012,12.413902519290296,9.387228830986748,6.870156007759216,4.8623827646068465,3.3220204981629973,2.1843142684982584,1.3758053569113264
3.0000000000000013,11.959378172911771,9.075115974789059,6.664934548504659,4.73361512267952,3.2453431111156243,2.141351413500905,1.353456582311123
3.1000000000000014,11.534349798614201,8.782191251937954,6.471616650010564,4.611859058539593,3.172560331777076,2.1004067397397774,1.332066711059926
3.2000000000000015,11.136051262994162,8.506715839148285,6.289161547824469,4.496524094747639,3.103356868011697,2.061323549685543,1.3115645466943466
3.3000000000000016,10.762051726945316,8.247156538938746,6.116648461478441,4.38708606419151,3.0374518889945614,2.0239618000750625,1.291886243493092
3.4000000000000017,10.410206337635506,8.00215611649972,5.953259623022656,4.283077917573671,2.9745943453497947,1.9881958875108818,1.272974350028441
3.5000000000000018,10.078615373288237,7.770508642546031,5.798266124286808,4.184082032991534,2.9145590414093245,1.9539127839740449,1.2547770012664334
3.600000000000002,9.765590197167356,7.551138881526542,5.651016049169486,4.089723747051658,2.8571433210437176,1.921010458693608,1.237247232617547
3.700000000000002,9.469624732537646,7.343084969921578,5.510924470042,3.999665885560857,2.802164257115562,1.8893965357787856,1.2203423946987069
3.800000000000002,9.189371441579128,7.145483786560911,5.377464973955345,3.913604116972333,2.7494562566998875,1.8589871470644865,1.2040236517329574
3.900000000000002,8.923620999853405,6.957558538180168,5.2501624513538,3.831262986795486,2.6988690114149514,1.8297059474635669,1.188255549775024
4.000000000000002,8.67128501960018,6.778608177700986,5.128586932235681,3.7523925185627243,2.650265735690441,1.801483266285303,1.1730056435230305
4.100000000000001,8.431381301332216,6.607998346502478,5.012348295702295,3.6767652885011173,2.603521646443079,1.774255372860387,1.1582441725182435
4.200000000000001,8.203021192345414,6.445153590081547,4.901091711227091,3.6041738981315725,2.5585226460836297,1.7479638387002625,1.1439437791652534
4.300000000000001,7.985398709158056,6.289550642585989,4.794493695725604,3.5344287826278653,2.515164177535645,1.72255498153376,1.1300792623150848
4.4,7.777781143253916,6.140712612458785,4.692258691094958,3.4673563036779926,2.473350225376467,1.6979793790741495,1.1166273612121023
4.5,7.579500919393264,5.998203930910593,4.594116083446067,3.4027970843852593,2.4329924415995814,1.6741914424035778,1.1035665654652835
4.6,7.389948515883406,5.861625948706714,4.4998175986329425,3.3406045508730355,2.3940093780621714,1.651149040517906,1.090876947406194
4.699999999999999,7.208566288644788,5.730613086019449,4.409135019554936,3.280643651061136,2.356325810592013,1.6288131689303293,1.0785400137716947
4.799999999999999,7.034843067268933,5.60482945578573,4.321858179582308,3.222789725830701,2.3198721421146495,1.607147656346255,1.0665385741237687
4.899999999999999,6.868309412783842,5.4839658938473805,4.237793193733814,3.166927511698332,2.2845838741284306,1.5861189043420867,1.0548566238115247
4.999999999999998,6.708533444487651,5.367737339701234,4.156760895229866,3.112950257342843,2.2504011374820667,1.5656956557434862,1.0434792396067485
5.099999999999998,6.55511715774331,5.255880520394267,4.078595450003957,3.060758938999792,2.21726827476132,1.5458487880340896,1.0323924864167333
5.1999999999999975,6.407693166643173,5.14815189731476,4.003143125873251,3.0102615619624524,2.1851334677189813,1.5265511286566495,1.0215833337062157
5.299999999999997,6.265921815428811,5.044325841634199,3.9302611965030265,2.9613725372857918,2.1539484041264427,1.5077772895142136,1.0110395804521009
5.399999999999997,6.129488610864255,4.944193009167602,3.8598169631726758,2.914012124347718,2.1236679792183697,1.4895035183540541,1.0007497876164388
5.4999999999999964,5.99810193471422,4.8475588896216815,3.7916868797639633,2.8681059312328445,2.0942500275709666,1.4717075650341307,0.9907032172601931
5.599999999999996,5.871491001314026,4.754242508733269,3.7257557684252745,2.8235844660107046,2.065655081820102,1.4543685609404917,0.9808897775366667
5.699999999999996,5.74940403013238,4.6640752647818635,3.6619161150845567,2.7803827329179867,2.037846155105946,1.437466910052599,0.9712999729026492
5.799999999999995,5.631606607379472,4.576899883483368,3.6000674354412636,2.73843986825088,2.0107885445395506,1.4209841903484022,0.9619248589700581
5.899999999999995,5.517880214231402,4.492569477414926,3.5401157033077455,2.6976988114526557,1.9844496533360283,1.4049030644077791,0.9527560014935094
5.999999999999995,5.408020902232247,4.410946697945017,3.481972834228384,2.658106007461831,1.9587988295578513,1.3892071982159588,0.9437854390516441
6.099999999999994,5.301838098984643,4.331902969201471,3.4255562182099846,2.6196111368837536,1.9338072196686167,1.3738811872916443,0.9350056490338738
6.199999999999994,5.199153529418779,4.25531779494417,3.3707882961733815,2.5821668709758328,1.9094476353185523,1.3589104893706359,0.9264095165906511
6.299999999999994,5.099800239797839,4.181078130355217,3.317596175404229,2.5457286488051087,1.88569443197391,1.3442813629675852,0.9179903062456796
6.399999999999993,5.003621713223066,4.10907781174558,3.2659112798569176,2.510254474254953,1.862523398167438,1.3299808112180276,0.9097416359034104
6.499999999999993,4.910471066784604,4.03921703802848,3.215669031663453,2.475704730833295,1.839911654290348,1.3159965304719696,0.9016574530156135
6.5999999999999925,4.820210321698787,3.9714018985462243,3.166808560630718,2.4420420124739666,1.8178375599707264,1.3023168631705402,0.8937320126973772
6.699999999999992,4.732709738806346,3.90554394247567,3.1192724388841695,2.4092309687307196,1.7962806291917968,1.288930754589707,0.8859598576060611
6.799999999999992,4.647847212703288,3.841559785592466,3.073006438142372,2.377238162945048,1.7752214523982448,1.2758277130810782,0.8783357994171058
6.8999999999999915,4.565507718556115,3.779370750657452,3.0279593073911912,2.3460319421272744,1.7546416249216772,1.2629977734800386,0.8708549017484156
6.999999999999991,4.485582806333025,3.7189025381105476,2.984082568975399,2.315582317429312,1.734523681129071,1.2504314633869118,0.8635124644007645
7.099999999999991,4.4079701377762195,3.660084924126253,2.9413303313432015,2.2858608542091314,1.7148510337618943,1.2381197720579238,0.8563040087954957
7.19999999999999,4.332573061959991,3.6028514834083643,2.899659116870587,2.2568405707940924,1.6956079179898977,1.2260541216702507,0.8492252645030296
7.29999999999999,4.259300225734499,3.547139334385189,2.859027703360449,2.2284958451444825,1.676779339753122,1.2142263407496396,0.8422721567664783
7.39999999999999,4.188065215755352,3.492888904716497,2.819396977959743,2.2008023287018332,1.6583510280095757,1.2026286395705938,0.8354407949342874
7.499999999999989,4.118786229150853,3.4400437152432852,2.7807298023685574,2.1737368667800183,1.6403093905447654,1.1912535873581063,0.8287274617242906
7.599999999999989,4.051385770189355,3.3885501807059684,2.7429908883307466,2.1472774249223052,1.6226414730337566,1.180094091136849,0.8221286032491679
7.699999999999989,3.9857903705829734,3.33835742572823,2.706146682498025,2.1214030207051637,1.6053349210769094,1.1691433760887167,0.81564081974
7.799999999999988,3.9219303313065317,3.2894171147161715,2.6701652598504166,2.096093660521011,1.5883779449577091,1.158394967293053,0.8092608569106573
7.899999999999988,3.8597394840252375,3.2416832944573186,2.6350162249364875,2.0713302809175986,1.571759286895259,1.1478426727357809,0.8029855979110992
7.999999999999988,3.7991549704154246,3.19511224832419,2.6006706202687973,2.047094694112496,1.5554681905856833,1.1374805674843855,0.7968120558224994
8.099999999999987,3.7401170378319413,3.149662361093902,2.5671008412738816,2.0233695373373477,1.5394943728459478,1.1273029789351934,0.7907373666513859
8.199999999999987,3.6825688499268385,3.105293993490598,2.534280557253326,2.0001382256990747,1.5238279971909605,1.117304473048005,0.7847587827838813
8.299999999999986,3.626456310958306,3.06196936564242,2.5021846378635044,1.9773849082741555,1.5084596491902387,1.1074798414907736,0.7788736668645716
8.399999999999986,3.5717279026491022,3.019652448720914,2.470789084667358,1.9550944271782393,1.4933803134644175,1.0978240896239675,0.7730794860676903
8.499999999999986,3.518334532560895,2.978308864098622,2.4400709673524963,1.9332522793765985,1.478581352194298,1.0883324252604267,0.7673738067310835
8.599999999999985,3.4662293930472465,2.937905789421819,2.4100083642468095,1.911844581022022,1.4640544850264554,1.0790002481421646,0.761754289326
8.699999999999985,3.4153678299340364,2.8984118710499676,2.3805803067957383,1.8908580341255585,1.4497917702695005,1.0698231400805711,0.7562186837380126
8.799999999999985,3.3657072201535714,2.8597971423628126,2.3517667276952223,1.8702798953826196,1.4357855872842777,1.06079685571108,0.750764824836479
8.899999999999984,3.3172068576281637,2.8220329474802597,2.3235484124010917,1.850097946992258,1.4220286199795371,1.0519173138174591,0.7453906283118117
8.999999999999984,3.2698278467615225,2.785091869980129,2.295906953759896,1.830300469321325,1.4085138413320495,1.0431805891846206,0.7400940867615374
9.099999999999984,3.223533002952791,2.748947666234946,2.2688247095280376,1.8108762152777929,1.3952344988569716,1.034582904942263,0.7348732660076822
9.199999999999983,3.1782867595988273,2.713575203021371,2.2422847625657973,1.7918143862688192,1.3821841009603213,1.0261206253646855,0.7297263016293998
9.299999999999983,3.134055081096453,2.678950399085381,2.2162708835108043,1.7731046096295164,1.369356404111053,1.0177902490949593,0.7246513956960715
9.399999999999983,3.0908053813977716,2.6450501703728833,2.190767495751634,1.754736917417636,1.3567454007752302,1.0095884027641264,0.7196468136872344
9.499999999999982,3.0485064477094608,2.6118523786596177,2.165759642537031,1.7367017264779636,1.344345308059429,1.0015118349784624,0.7147108815867925
9.599999999999982,3.0071283689608994,2.579335783336099,2.141232956069536,1.7189898196878457,1.3321505570146543,0.9935574106499026,0.7098419831398972
9.699999999999982,2.9666424686970303,2.5474799961232346,2.117173628444521,1.7015923283023877,1.3201557825559065,0.9857221056466879,0.705038557261799
9.799999999999981,2.9270212420798574,2.5162654385123195,2.0935683843066393,1.6845007153241705,1.308355813955964,0.9780030017430146,0.7002990955887578
9.89999999999998,2.888238296708129,2.4856733017396415,2.070404455105834,1.667706759828264,1.2967456658751917,0.9703972818481065,0.6956221401618556
9.99999999999998,2.8502682969878625,2.455685509120802,2.047669554844189,1.6512025421785697,1.2853205298920107,0.9629022254965666,0.6910062812352183
10.09999999999998,2.813086911807682,2.4262846805836715,2.02535185721335,1.6349804300764574,1.2740757665014004,0.9555152045832406,0.6864501552007896
10.19999999999998,2.7766707652921054,2.3974540992512474,2.0034399740298476,1.619033065387067,1.2630068975511624,0.9482336793270275,0.6819524426223531
10.29999999999998,2.7409973904236566,2.369177679937194,1.98192293488275,1.603353351692781,1.2521095990879767,0.9410551944492369,0.6775118663720453
10.399999999999979,2.7060451853406495,2.3414399394271705,1.9607901679143975,1.5879344425270436,1.2413796945872577,0.9339773755530951,0.6731271898630518
10.499999999999979,2.6717933721323264,2.314225968428693,1.940031481660943,1.572769730245212,1.2308131485427554,0.926997925691993,0.6687972153726585
10.599999999999978,2.6382219579663704,2.2875214050809216,1.919637047884736,1.5578528354921946,1.22040606039352,0.9201146221149162,0.6645207824502025
10.699999999999978,2.605311698396267,2.2613124099238657,1.8995973853356136,1.5431775972295863,1.2101546587674867,0.9133253131783317,0.6602967664048738
10.799999999999978,2.5730440627071607,2.2355856422337697,1.8799033443826219,1.528738063287622,1.20005529602234,0.9066279154145234,0.6561240768686346
10.899999999999977,2.541401201169369,2.210328237638285,1.860546092461973,1.5145284814097562,1.190104443065726,0.9000204107470915,0.6520016564298784
10.999999999999977,2.5103659140780796,2.18552778693114,1.8415171002907773,1.5005432907598906,1.1802986844380563,0.8935008438449193,0.6479284793337067
11.099999999999977,2.47992162246666,2.1611723160118297,1.8228081287997326,1.486777113864388,1.1706347136423498,0.8870673196065445,0.6439035502450126
11.199999999999976,2.4500523403889156,2.137250266881015,1.8044112167411328,1.4732247489628887,1.161109328706568,0.8807180007673668,0.6399259030707818
11.299999999999976,2.4207426486731527,2.1137504796272313,1.7863186689316248,1.4598811627437405,1.1517194279649048,0.874451105622664,0.6359945998382764
11.399999999999975,2.391977670057649,2.090662175344923,1.7685230450918865,1.4467414834414833,1.1424620060453878,0.8682649058598246,0.632108729625975
11.499999999999975,2.36374304562344,2.0679749399279563,1.75101714924796,1.4338009942753098,1.133334150051965,0.8621577244936386,0.6282674075443363
11.599999999999975,2.3360249124461574,2.045678708686581,1.733794019661383,1.4210551272088732,1.1243330359300556,0.8561279338989038,0.6244697737636629
11.699999999999974,2.308809882393955,2.0237637517392786,1.7168469192573814,1.408499457013047,1.1154559250052265,0.8501739539349404,0.6207149925864801
11.799999999999974,2.2820850220035673,2.002220660134255,1.7001693265225057,1.3961296956144904,1.106700160685352,0.8442942501569858,0.6170022515620437
11.899999999999974,2.2558378333710483,1.981040332658248,1.683754926844871,1.3839416867139427,1.0980631653171933,0.838487332109723,0.6133307606407039
11.999999999999973,2.2300562359980214,1.9602139632932043,1.6675976042719962,1.3719314006592283,1.089542437188952,0.832751751698525,0.6096997513660222
12.099999999999973,2.2047285495381526,1.9397330292838595,1.651691433662769,1.360094929558885,1.0811355476708324,0.8270861016342393,0.6061084761026417
12.199999999999973,2.179843477392208,1.919589279781734,1.6360306732116308,1.348428482623249,1.072840138486191,0.8214890139476251,0.6025562072980537
12.299999999999972,2.1553900911033725,1.8997747250331938,1.6206097573244018,1.3369283817206035,1.0646539191062634,0.8159591585697574,0.5990422367764927
12.399999999999972,2.1313578155077,1.8802816260813635,1.6054232898265208,1.3255910571368281,1.056574664261935,0.8104952419749717,0.5955658750633253
12.499999999999972,2.1077364145973467,1.8611024849535003,1.5904660374856117,1.3144130435276373,1.0486002115663677,0.8050960058830929,0.5921264507383589
12.599999999999971,2.0845159780570572,1.8422300353073096,1.5757329238314706,1.3033909760532116,1.0407284592427188,0.7997602260179153,0.5887233098166299
12.69999999999997,2.0616869084367275,1.8236572335112484,1.561219023257538,1.292521586685605,1.0329573639514869,0.7944867109190558,0.5853558151552719
12.79999999999997,2.0392399089253153,1.8053772501354697,1.5469195553889583,1.2818017006799207,1.0252849387123795,0.789274300804489,0.5820233458851864
12.89999999999997,2.017165971693421,1.78738346183143,1.5328298797031692,1.271228233200754,1.0177092509158698,0.7841218664812143,0.578725296866274
12.99999999999997,1.9954563667739587,1.7696694435795828,1.5189454903898536,1.2607981860959379,1.0102284204199172,0.7790283083016636,0.5754610781650864
13.09999999999997,1.9741026314521233,1.7522289612857445,1.5052620114378297,1.2505086448100546,1.0028406177275577,0.7739925551635866,0.5722301145537982
13.199999999999969,1.953096560137688,1.7350559647079633,1.4917751919372284,1.24035677543066,0.9955440622413566,0.7690135635512824,0.5690318450294805
13.299999999999969,1.9324301946942029,1.7181445806967215,1.4784809015859497,1.230339821860531,0.9883370205908988,0.7640903166161687,0.5658657223526941
13.399999999999968,1.91209581520126,1.7014891067323776,1.4653751263900625,1.2204551031096655,0.9812178050297522,0.7592218232947814,0.5627312126044935
13.499999999999968,1.8920859311273612,1.685084004744656,1.4524539645483951,1.2107000107011057,0.9741847718985094,0.7544071174624222,0.5596277947609716
13.599999999999968,1.8723932728922372,1.66892389519989,1.4397136225121125,1.201072006184982,0.9672363201507118,0.7496452571207474,0.556554960284518
13.699999999999967,1.853010783798739,1.6530035514425374,1.4271504112106215,1.1915686187555123,0.9603708899386434,0.7449353236176993,0.5535122127310234
13.799999999999967,1.8339316123155465,1.6373178942782811,1.4147607424356174,1.1821874429659627,0.9535869612561376,0.740276420898266,0.5504990673722907
13.899999999999967,1.815149104693032,1.6218619867867237,1.4025411253755573,1.1729261365368713,0.9468830526357054,0.7356676747846344,0.5475150508329564
13.999999999999966,1.796656797895613,1.6066310293523687,1.3904881632932526,1.163782418253071,0.940257719897426,0.7311082322843745,0.5445597007412644
14.099999999999966,1.7784484128348805,1.5916203549032149,1.3785985503397031,1.1547540659453117,0.9337095549471909,0.7265972609253725,0.5416325653930649
14.199999999999966,1.7605178478886916,1.5768254243469015,1.3668690684976637,1.1458389145525052,0.9272371846220206,0.7221339481162947,0.5387332034284502
14.299999999999965,1.7428591726922127,1.5622418221948646,1.3552965846487783,1.1370348542608233,0.9208392695802841,0.7177175005314304,0.5358611835204625
14.399999999999965,1.7254666221876904,1.5478652523654979,1.3438780477584533,1.1283398287160755,0.9145145032347702,0.7133471435188072,0.5330160840753383
14.499999999999964,1.7083345909204812,1.5336915341578394,1.3326104861729824,1.119751833306009,0.9082616107266794,0.7090221205305597,0.5301974929437913
14.599999999999964,1.6914576275695008,1.519716598387693,1.3214910050236721,1.111268913509314,0.9020793479386781,0.7047416925745468,0.5274050071428426
14.699999999999964,1.6748304297009655,1.5059364836786044,1.3105167837330651,1.1028891633083169,0.8959665005452846,0.7005051376863001,0.5246382325877517
14.799999999999963,1.6584478387348294,1.4923473329004497,1.2996850736185432,1.0946107236624774,0.8899218830989155,0.696311750420401,0.5218967838336083
14.899999999999963,1.6423048351139582,1.4789453897488314,1.2889931955889116,1.0864317810399744,0.8839443381500344,0.6921608413604566,0.5191802838261758
14.999999999999963,1.6263965336665454,1.4657269954587924,1.2784385379297227,1.0783505660047827,0.8780327353998914,0.6880517366468607,0.5164883636615913
15.099999999999962,1.610718179152845,1.452688585646734,1.268018554173387,1.0703653518567986,0.8721859708844552,0.6839837775215905,0.5138206623545558
15.199999999999962,1.5952651419877002,1.4398266872747045,1.2577307610502524,1.0624744533226735,0.86640296618817,0.6799563198893033,0.5111768266146502
15.299999999999962,1.5800329141308564,1.4271379157315731,1.247572736517091,1.0546762252951523,0.8606826676862747,0.6759687338940567,0.5085565106304497
15.399999999999961,1.5650171051374024,1.4146189720258224,1.2375421178595625,1.0469690616188012,0.8550240458144482,0.6720204035109846,0.5059593758611063
15.499999999999961,1.5502134383611332,1.4022666400850339,1.2276365998654268,1.0393513939201444,0.8494260943646427,0.6681107261523169,0.5033850908350999
15.59999999999996,1.5356177473039507,1.3900777841573189,1.217853933065423,1.0318216904802862,0.8438878298059793,0.664239112287139,0.5008333309558614
15.69999999999996,1.521225972104813,1.3780493463102481,1.2081919220388984,1.0243784551482364,0.8384082906296827,0.6604049850743348,0.4983037783139931
15.79999999999996,1.507034156162024,1.3661783440230024,1.1986484237813966,1.0170202262931989,0.8329865367170306,0.6566077800081663,0.49579612150581853
15.89999999999996,1.4930384428830152,1.3544618678677218,1.1892213461315715,1.0097455757941987,0.8276216487293875,0.6528469445759816,0.493310055458011
15.99999999999996,1.4792350725560357,1.3428970792762043,1.1799086462549089,1.0025531080654897,0.8223127275194068,0.6491219379275613,0.4908452812580596
16.09999999999996,1.46562037933844,1.3314812083882979,1.170708329181856,0.9954414591162536,0.8170588935625377,0.6454322305556338,0.48840150599034055
16.19999999999996,1.4521907883565404,1.3202115519785131,1.1616184463980903,0.9884092956431787,0.811859286408016,0.6417773039871153,0.4859784425775749
16.29999999999996,1.4389428129122452,1.3090854714575502,1.1526370944847482,0.9814553141545796,0.8067130641485548,0.6381566504846523,0.48357580962746516
16.399999999999963,1.4258730517919094,1.2981003909455966,1.1437624138065636,0.9745782401247666,0.8016194029079867,0.6345697727580584,0.48119333128430825
16.499999999999964,1.4129781866730604,1.287253795414384,1.134992587245922,0.967776827177441,0.7965774963461385,0.6310161836852582,0.4788307370853923
16.599999999999966,1.4002549796248822,1.2765432288951613,1.1263258389809756,0.9610498562969524,0.7915865551802614,0.6274954060423693,0.4764877618219964
16.699999999999967,1.3877002706985277,1.2659662927498665,1.1177604333060247,0.9543961350663089,0.7866458067223692,0.6240069722425703,0.47416414540482016
16.79999999999997,1.3753109756034982,1.2555206440028925,1.1092946734924483,0.9478144969308654,0.7817544944318511,0.6205504240834134,0.47185963273366893
16.89999999999997,1.3630840834665525,1.2452039937309884,1.1009269006885758,0.9413038004866885,0.7769118774827821,0.6171253125022674,0.46957397357124475
16.99999999999997,1.3510166546697195,1.2350141055089283,1.092655492856925,0.9348629287926238,0.7721172303453468,0.613731197339569,0.4673069224208796
17.099999999999973,1.3391058187642004,1.2249487939087145,1.0844788637473453,0.9284907887051393,0.7673698423808513,0.6103676471096036,0.4650582384080741
17.199999999999974,1.3273487724570552,1.2150059230501593,1.0763954619046328,0.9221863102350674,0.7626690174497903,0.60703423877852,0.46282768516569384
17.299999999999976,1.3157427776677282,1.2051834052007935,1.068403769709276,0.91594844592539,0.7580140735324825,0.6037305575493151,0.46061503072269305
17.399999999999977,1.3042851596516223,1.1954791994231742,1.0605023024500433,0.909776170249278,0.7534043423618022,0.6004561966535329,0.4584200473962379
17.49999999999998,1.2929733051880101,1.1858913102676882,1.0526896074271639,0.9036684790275905,0.7488391690675421,0.5972107571494215,0.4562425116871024
17.59999999999998,1.2818046608297538,1.1764177865091088,1.0449642630849467,0.8976243888651176,0.7443179118319924,0.5939938477263231,0.45408220417822354
17.69999999999998,1.2707767312123575,1.1670567199251654,1.0373248781726818,0.8916429366048427,0.7398399415562972,0.5908050845150566,0.45193890943629844
17.799999999999983,1.2598870774200535,1.1578062441155328,1.029770090932775,0.8857231787995651,0.7354046415372147,0.5876440909040896,0.44981241591631904
17.899999999999984,1.2491333154066575,1.1486645333596615,1.022298568315062,0.8798641912002192,0.731011407153882,0.5845104973612794,0.4477025158689366
17.999999999999986,1.238513114469089,1.1396298015119672,1.0149090052163259,0.874065068260288,0.7266596455642271,0.5814039412609898,0.44560900525055885
18.099999999999987,1.2280241957715066,1.1307003009329708,1.0076001237440773,0.8683249226557063,0.7223487754106825,0.5783240667163926,0.4435316836360839
18.19999999999999,1.2176643309181119,1.1218743214550064,1.000370672503683,0.8626428848196895,0.7180782265348554,0.5752705244167643,0.44147035413417784
18.29999999999999,1.207431340572769,1.1131501893812124,0.9932194259079896,0.8570181024919492,0.7138474397008426,0.5722429714696119,0.43942482330501004
18.39999999999999,1.1973230931236474,1.1045262665165514,0.9861451835086005,0.8514497402817626,0.7096558663268764,0.5692410712474462,0.4373949010803579
18.499999999999993,1.1873375033911906,1.096000949229671,0.9791467693480292,0.8459369792444105,0.7055029682250106,0.5662644932390525,0.43538040068600536
18.599999999999994,1.1774725313777825,1.0875726675444588,0.9722230313319515,0.8404790164704928,0.7013882173485582,0.5633129129050959,0.43338113856635185
18.699999999999996,1.1677261810575372,1.0792398842601951,0.9653728406208365,0.8350750646876685,0.6973110955470114,0.5603860115379106,0.4313969343111592
18.799999999999997,1.15809649920474,1.0710010940992678,0.9585950910402602,0.8297243518743771,0.6932710943281859,0.5574834761253379,0.4294276105843654
18.9,1.148581574259488,1.0628548228814314,0.9518886985092263,0.8244261208851243,0.6892677146273353,0.554604999218467,0.42747299305489384
19.0,1.1391795352291683,1.0547996267236526,0.9452526004858525,0.8191796290869163,0.6853004665829943,0.5517502788031482,0.4255329103293934
19.1,1.1298885506244594,1.0468340912646188,0.9386857554298051,0.8139841480064595,0.6813688693193221,0.548919018175152,0.42360719388684304
19.200000000000003,1.1207068274286,1.038956830913031,0.9321871422809012,0.8088389629877567,0.6774724507347265,0.546110925818855,0.4216956780149632
19.300000000000004,1.1116326100987104,1.0311664881188185,0.9257557599532904,0.8037433728597286,0.6736107472965474,0.5433257152893267,0.41979819974837
19.400000000000006,1.10266417959802,1.023461732666477,0.9193906268446953,0.7986966896135282,0.6697833038416046,0.5405631050977139,0.4179145988084208
19.500000000000007,1.0937998524578805,1.0158412609897336,0.9130907803601652,0.793698238089208,0.6659896733824054,0.5378228185998044,0.4160447175446899
19.60000000000001,1.0850379798685126,1.0083037955068048,0.9068552764498604,0.7887473556714282,0.6622294169188275,0.5351045838876756,0.41418840087802855
19.70000000000001,1.0763769467974564,1.0008480839755125,0.9006831891603715,0.7838433919938957,0.6585021032550927,0.5324081336843173,0.412345496245153
19.80000000000001,1.0678151711347452,0.993472898867574,0.8945736101991116,0.7789857086522411,0.6548073088218543,0.5297332052411375,0.41051585354471354
19.900000000000013,1.0593511028638742,0.9861770367614084,0.8885256485113499,0.7741736789250547,0.6511446175032385,0.52707954023826,0.40869932508480034
20.000000000000014,1.0509832232576435,0.9789593177528062,0.8825384298694339,0.769406687502802,0.647513620468664,0.5244468846875152,0.40689576553183393
20.100000000000016,1.0427100440980293,0.9718185848828672,0.876611096473816,0.7646841302243681,0.6439139160092988,0.52183498883805,0.4051050318608057
20.200000000000017,1.0345301069192268,0.9647537035826019,0.8707428065654659,0.7600054138209662,0.6403451093789894,0.5192436070844604,0.4033269833068165
